,movieId,title,genres_x,year,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres_y,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,id
1481,5449,mr. deeds,Comedy|Romance,2002,Color,Steven Brill,117.0,96.0,65.0,828.0,Adam Sandler,12000.0,126203320.0,Comedy|Romance,Steve Buscemi,110432,26826,Peter Gallagher,1.0,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,309.0,English,USA,PG-13,50000000.0,2002.0,11000.0,5.8,1.85,0,935
1482,5450,lovely & amazing,Comedy|Drama|Romance,2001,Color,Nicole Holofcener,71.0,91.0,132.0,225.0,Brenda Blethyn,400.0,4186931.0,Comedy|Drama|Romance,Aunjanue Ellis,6041,1330,Raven Goodwin,3.0,african american|dog|homecoming queen|insecurity|surgery,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,85.0,English,USA,R,250000.0,2001.0,286.0,6.9,1.85,169,4853
1483,5458,like mike,Children|Comedy|Fantasy,2002,Color,John Schultz,39.0,99.0,13.0,837.0,Robert Forster,1000.0,51432423.0,Comedy|Family|Fantasy|Sport,Brenda Song,15074,3679,Anne Meara,7.0,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72.0,English,USA,PG,30000000.0,2002.0,889.0,5.1,1.85,1000,1632
1484,5463,reign of fire,Action|Adventure|Fantasy,2002,Color,Rob Bowman,138.0,101.0,38.0,11000.0,Gerard Butler,23000.0,43060566.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,107859,53024,Matthew McConaughey,0.0,castle|dragon|fire breathing dragon|militia|survival,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,569.0,English,USA,PG-13,60000000.0,2002.0,18000.0,6.2,2.35,0,769
1485,5464,road to perdition,Crime|Drama,2002,Color,Sam Mendes,226.0,117.0,0.0,818.0,Jennifer Jason Leigh,15000.0,104054514.0,Crime|Drama|Thriller,Tom Hanks,200359,16828,Liam Aiken,0.0,1930s|blood|gun|on the run|revenge,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,1009.0,English,USA,R,80000000.0,2002.0,1000.0,7.7,2.35,0,457
1486,5467,never again,Comedy|Romance,2001,Color,Eric Schaeffer,25.0,98.0,71.0,658.0,Bill Duke,22000.0,295468.0,Comedy|Romance,Peter Dinklage,709,24382,Michael McKean,1.0,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,34.0,English,USA,R,500000.0,2001.0,1000.0,6.0,1.85,139,4742
1487,5470,the importance of being earnest,Comedy|Romance,1952,Color,Oliver Parker,104.0,97.0,32.0,692.0,Tom Wilkinson,14000.0,8378141.0,Comedy|Drama|Romance,Colin Firth,18966,16502,Rupert Everett,5.0,comedy of manners|false identity|farce|love|period drama,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141.0,English,UK,PG,15000000.0,2002.0,1000.0,6.9,2.35,0,2709
1488,5472,1776,Children|Drama|Musical,1776,Color,Peter H. Hunt,34.0,168.0,0.0,69.0,Ken Howard,713.0,,Drama|Family|History|Musical,Blythe Danner,6303,1541,Howard Caine,0.0,continental congress|debate|declaration of independence|massachusetts|pennsylvania,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,129.0,English,USA,PG,4000000.0,1972.0,649.0,7.6,2.35,0,3958
1489,5478,eight legged freaks,Action|Comedy|Horror|Sci-Fi,2002,Color,Ellory Elkayem,181.0,99.0,11.0,762.0,Doug E. Doug,19000.0,17266505.0,Action|Comedy|Horror,Scarlett Johansson,43764,22554,Riley Smith,1.0,creature feature|human versus spider|spider|spider feature|woman sheriff,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291.0,English,USA,PG-13,30000000.0,2002.0,953.0,5.4,2.35,0,1687
1490,5479,k-19: the widowmaker,Action|Adventure|Drama|Thriller,19,Color,Kathryn Bigelow,136.0,138.0,0.0,123.0,Christian Camargo,14000.0,35168677.0,Drama|History|Thriller|War,Liam Neeson,49311,15149,Lex Shrapnel,1.0,courage|radiation sickness|radioactive contamination|sea|test launch,http://www.imdb.com/title/tt0267626/?ref_=fn_tt_tt_1,278.0,English,UK,PG-13,100000000.0,2002.0,602.0,6.7,2.35,0,388
1491,5480,stuart little 2,Children|Comedy,2,Color,Rob Minkoff,71.0,77.0,50.0,537.0,Brad Garrett,886.0,64736114.0,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,36471,2682,Melanie Griffith,0.0,anthropomorphic mouse|falcon|marshmallow|second part|soccer,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,69.0,English,USA,PG,120000000.0,2002.0,799.0,5.4,1.85,459,228
1492,5481,austin powers in goldmember,Comedy,2002,Color,Jay Roach,194.0,94.0,116.0,481.0,Josh Zuckerman,645.0,213079163.0,Action|Comedy|Crime,Verne Troyer,162909,2725,Robert Wagner,2.0,fem bot|prison|seductive fembot|spy|time travel,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,795.0,English,USA,PG-13,63000000.0,2002.0,522.0,6.2,2.35,0,695
1493,5485,tadpole,Comedy|Drama|Romance,2002,Color,Gary Winick,91.0,78.0,56.0,184.0,Aaron Stanford,376.0,2882062.0,Comedy|Drama|Romance,Bebe Neuwirth,5178,1144,Ron Rifkin,2.0,best friend|boy|french|friend|love,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,150000.0,2000.0,346.0,6.3,1.85,132,4930
1494,5499,robin and marian,Adventure|Drama|Romance,1976,Color,Richard Lester,27.0,106.0,44.0,136.0,Denholm Elliott,559.0,,Adventure|Drama|Romance,Robert Shaw,8930,1199,Nicol Williamson,10.0,crusades|friar|robin hood|sheriff|sheriff of nottingham,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,90.0,English,USA,PG,5000000.0,1976.0,249.0,6.6,1.85,672,3760
1495,5502,signs,Horror|Sci-Fi|Thriller,2002,Color,M. Night Shyamalan,208.0,106.0,0.0,242.0,Merritt Wever,710.0,227965690.0,Drama|Sci-Fi|Thriller,Rory Culkin,271592,1675,Cherry Jones,0.0,crop circle|faith|farm|glass of water|loss of faith,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335.0,English,USA,PG-13,72000000.0,2002.0,529.0,6.7,1.85,0,581
1496,126008,signs,Romance,2008,Color,M. Night Shyamalan,208.0,106.0,0.0,242.0,Merritt Wever,710.0,227965690.0,Drama|Sci-Fi|Thriller,Rory Culkin,271592,1675,Cherry Jones,0.0,crop circle|faith|farm|glass of water|loss of faith,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335.0,English,USA,PG-13,72000000.0,2002.0,529.0,6.7,1.85,0,581
1497,5506,blood work,Crime|Drama|Mystery|Thriller,2002,Color,Clint Eastwood,146.0,110.0,16000.0,581.0,Anjelica Huston,16000.0,26199517.0,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,34356,18635,Rick Hoffman,1.0,boat|heart transplant|murder|serial killer|sister,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,260.0,English,USA,R,50000000.0,2002.0,1000.0,6.4,2.35,705,1004
1498,5507,xxx,Action|Crime|Thriller,2002,Color,Rob Cohen,191.0,132.0,357.0,212.0,Eve,14000.0,141204016.0,Action|Adventure|Thriller,Vin Diesel,142569,14790,Leila Arcieri,0.0,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737.0,English,USA,PG-13,70000000.0,2002.0,223.0,5.8,2.35,10000,585
1499,5511,pandora's box,Drama|Thriller,2002, Black and White,Georg Wilhelm Pabst,71.0,110.0,21.0,3.0,Francis Lederer,426.0,9950.0,Crime|Drama|Romance,Louise Brooks,7431,455,Fritz Kortner,1.0,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,84.0,German,Germany,Not Rated,,1929.0,20.0,8.0,1.33,926,4664
1500,5513,martin lawrence live: runteldat,Comedy|Documentary,2002,Color,David Raynr,24.0,113.0,9.0,12.0,Mikki Padilla,71.0,19184015.0,Biography|Comedy|Documentary,Nancy O'Dell,1466,159,Dayna Devon,1.0,actor name in title|colon in title|four word title|live performance|satire,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1,35.0,English,USA,R,3000000.0,2002.0,65.0,5.4,1.85,63,4060
1501,5524,blue crush,Adventure|Drama|Romance,2002,Color,John Stockwell,69.0,104.0,134.0,64.0,Mika Boorem,585.0,40118420.0,Drama|Romance|Sport,Faizon Love,26066,1165,Sanoe Lake,3.0,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,30000000.0,2002.0,495.0,5.6,1.85,0,1650
1502,5528,one hour photo,Drama|Thriller,2002,Color,Mark Romanek,207.0,96.0,132.0,933.0,Gary Cole,49000.0,31597131.0,Drama|Thriller,Robin Williams,97938,52138,Connie Nielsen,0.0,insanity|photo lab|photo shop|photography|voyeur,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,605.0,English,USA,R,12000000.0,2002.0,989.0,6.8,1.85,0,2938
1503,5529,serving sara,Comedy|Romance,2002,Color,Reginald Hudlin,64.0,99.0,71.0,584.0,Jerry Stiller,2000.0,16930185.0,Comedy|Romance,Matthew Perry,14315,4169,Vincent Pastore,2.0,divorce|divorce papers|new york|process server|texas,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,101.0,English,Germany,PG-13,29000000.0,2002.0,719.0,5.3,1.85,201,1741
1504,5531,undisputed,Drama,2002, Black and White,Walter Hill,64.0,94.0,394.0,565.0,Wes Studi,922.0,12398628.0,Action|Crime|Drama|Sport,Fisher Stevens,21542,2880,Jon Seda,2.0,boxing|fight|heavyweight champion|iceman|prison,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88.0,English,USA,R,20000000.0,2002.0,855.0,6.1,2.35,977,2279
1505,5540,clash of the titans,Action|Adventure|Fantasy|Romance,1981,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Action|Adventure|Fantasy,Liam Neeson,229679,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,2.35,15000,213
1506,5540,clash of the titans,Action|Adventure|Fantasy|Romance,1981,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Action|Adventure|Fantasy,Liam Neeson,229687,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,2.35,15000,2650
1507,76175,clash of the titans,Action|Adventure|Drama|Fantasy,2010,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Action|Adventure|Fantasy,Liam Neeson,229679,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,2.35,15000,213
1508,76175,clash of the titans,Action|Adventure|Drama|Fantasy,2010,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Action|Adventure|Fantasy,Liam Neeson,229687,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,2.35,15000,2650
1509,5550,love me tender,Musical|Western,1956, Black and White,Robert D. Webb,39.0,89.0,0.0,102.0,Neville Brand,356.0,,Drama|Romance|Western,James Drury,2636,831,Debra Paget,1.0,army|civil war|robbery|soldier|train,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36.0,English,USA,,1000000.0,1956.0,110.0,6.2,2.35,365,4547
1510,5563,city by the sea,Crime|Drama,2002,Color,Michael Caton-Jones,104.0,108.0,105.0,616.0,James Franco,22000.0,22433915.0,Crime|Drama|Mystery|Thriller,Robert De Niro,21319,34377,John Doman,1.0,beach|grandson|murder|new york city|police,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,USA,R,60000000.0,2002.0,11000.0,6.2,2.35,416,1285
1511,5564,swimfan,Thriller,2002,Color,John Polson,86.0,85.0,21.0,782.0,Shiri Appleby,931.0,28563926.0,Drama|Thriller,Erika Christensen,16300,3819,Jason Ritter,0.0,high school|hospital|new jersey|stanford university|swimming,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,217.0,English,USA,PG-13,8500000.0,2002.0,855.0,5.0,2.35,720,3125
1512,5572,barbershop,Comedy,2002,Color,Tim Story,91.0,102.0,167.0,436.0,Jason George,656.0,75074950.0,Comedy|Drama,Sean Patrick Thomas,22147,2754,Cedric the Entertainer,0.0,barber|barbershop|blaxploitation|loan shark|theft,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,156.0,English,USA,PG-13,12000000.0,2002.0,528.0,6.3,1.85,770,2922
1513,5573,stealing harvard,Comedy|Crime,2002,Color,Bruce McCulloch,52.0,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Comedy|Crime,Martin Starr,11211,3065,Chris Penn,1.0,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,25000000.0,2002.0,637.0,5.1,1.85,215,1965
1514,5573,stealing harvard,Comedy|Crime,2002,Color,Bruce McCulloch,52.0,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Comedy|Crime,Martin Starr,11211,3065,Chris Penn,1.0,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,25000000.0,2002.0,637.0,5.1,1.85,215,4313
1515,5577,igby goes down,Comedy|Drama,2002,Color,Burr Steers,136.0,99.0,23.0,471.0,Rory Culkin,1000.0,4681503.0,Comedy|Drama,Kieran Culkin,29058,2478,Bill Irwin,1.0,boy|mistress|money|schizophrenic|school,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,238.0,English,USA,R,9000000.0,2002.0,710.0,7.0,2.35,838,3300
1516,5596,spaced invaders,Adventure|Comedy|Sci-Fi,1990,Color,Patrick Read Johnson,16.0,100.0,32.0,175.0,Royal Dano,610.0,15369573.0,Adventure|Comedy|Sci-Fi,Ariana Richards,2580,1441,Tonya Lee Williams,1.0,alien|halloween|killer robot|outer space|wrestler costume,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,54.0,English,USA,PG,3000000.0,1990.0,232.0,5.3,1.85,710,4067
1517,5609,ballistic: ecks vs. sever,Action|Thriller,2002,Color,Wych Kaosayananda,92.0,91.0,8.0,298.0,Sandrine Holt,349.0,14294842.0,Action|Crime|Sci-Fi|Thriller,Talisa Soto,16761,1846,Gregg Henry,1.0,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277.0,English,USA,R,70000000.0,2002.0,324.0,3.6,2.35,391,621
1518,5612,trapped,Action|Thriller,2002,Color,,16.0,511.0,,51.0,Ingvar Eggert Sigurðsson,147.0,,Crime|Drama|Thriller,Ólafur Darri Ólafsson,2308,307,Björn Hlynur Haraldsson,0.0,coastal town|iceland|police|snowstorm|winter storm,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,19.0,Icelandic,Iceland,,,,63.0,8.2,16.0,0,1710
1519,5613,8 women,Comedy|Crime|Musical|Mystery,8,Color,François Ozon,128.0,111.0,341.0,569.0,Isabelle Huppert,963.0,3076425.0,Comedy|Crime|Musical|Romance,Catherine Deneuve,23660,3543,Emmanuelle Béart,1.0,cook|industrialist|secret|snowstorm|suspect,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,162.0,French,France,R,8000000.0,2002.0,678.0,7.1,1.85,0,3400
1520,5617,secretary,Comedy|Drama|Romance,2002,Color,Steven Shainberg,163.0,104.0,30.0,296.0,Stephen McHattie,769.0,4046737.0,Comedy|Drama|Romance,Jeremy Davies,67949,2251,Lesley Ann Warren,1.0,bdsm|employer employee relationship|hospital|mental hospital|secretary,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,390.0,English,USA,R,4000000.0,2002.0,413.0,7.1,1.85,15000,3922
1521,5620,sweet home alabama,Comedy|Romance,2002,Color,Andy Tennant,97.0,108.0,72.0,559.0,Mary Lynn Rajskub,982.0,127214072.0,Comedy|Romance,Ethan Embry,83786,4251,Courtney Gains,1.0,alabama|divorce|divorce papers|husband wife relationship|new york city,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,USA,PG-13,38000000.0,2002.0,935.0,6.1,2.35,0,1339
1522,5622,charly,Comedy|Drama|Romance,2002,Color,Ralph Nelson,32.0,103.0,17.0,113.0,Dick Van Patten,754.0,,Drama|Romance|Sci-Fi,Cliff Robertson,4998,1567,Claire Bloom,0.0,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55.0,English,USA,PG,,1968.0,605.0,7.1,2.35,785,4632
1523,8147,charly,Drama|Sci-Fi,1968,Color,Ralph Nelson,32.0,103.0,17.0,113.0,Dick Van Patten,754.0,,Drama|Romance|Sci-Fi,Cliff Robertson,4998,1567,Claire Bloom,0.0,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55.0,English,USA,PG,,1968.0,605.0,7.1,2.35,785,4632
1524,5625,moonlight mile,Drama|Romance,2002,Color,Brad Silberling,111.0,112.0,52.0,347.0,Holly Hunter,15000.0,6830957.0,Drama|Romance,Jake Gyllenhaal,11983,16692,Bob Clendenin,3.0,1970s|death|district attorney|fiancee|watching television,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,21000000.0,2002.0,1000.0,6.7,2.35,365,2146
1525,5628,wasabi,Action|Comedy|Crime|Drama|Thriller,2001,Color,Gérard Krawczyk,40.0,94.0,7.0,17.0,Ryôko Hirosue,235.0,81525.0,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,29392,303,Michel Muller,1.0,french|inheritance|japan|letter|police detective hero,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91.0,French,France,R,15300000.0,2001.0,46.0,6.6,2.35,0,2598
1526,5629,jonah: a veggietales movie,Animation|Children|Musical,2002,Color,Mike Nawrocki,38.0,82.0,12.0,8.0,Mike Nawrocki,23.0,25571351.0,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,3135,49,Shelby Vischer,0.0,anthropomorphism|pirate|pirate ship|tomato|whale,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78.0,English,USA,G,14000000.0,2002.0,12.0,6.6,1.85,184,2782
1527,5630,red dragon,Crime|Mystery|Thriller,2002,Color,Brett Ratner,210.0,124.0,420.0,876.0,Anthony Hopkins,22000.0,92930005.0,Crime|Drama|Thriller,Philip Seymour Hoffman,204063,35867,Emily Watson,0.0,criminal profile|fbi agent|madman|tabloid reporter|tragic villain,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,764.0,English,Germany,R,78000000.0,2002.0,12000.0,7.2,2.35,0,512
1528,5632,bloody sunday,Drama,2002,Color,Paul Greengrass,92.0,107.0,521.0,80.0,Nicholas Farrell,773.0,768045.0,Drama|History|War,James Nesbitt,19732,976,Tim Pigott-Smith,0.0,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,120.0,English,UK,R,2000000.0,2002.0,89.0,7.7,1.85,0,4781
1529,5636,welcome to collinwood,Comedy|Crime,2002,Color,Anthony Russo,72.0,86.0,94.0,146.0,Isaiah Washington,693.0,333976.0,Comedy|Crime,Michael Jeter,12559,1373,Andy Davoli,0.0,boxing knockout|heist|implied sex|keys|prison,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,90.0,English,USA,R,12000000.0,2002.0,534.0,6.4,2.35,423,3000
1530,5664,brown sugar,Romance,2002,Color,Rick Famuyiwa,37.0,109.0,44.0,458.0,Sanaa Lathan,1000.0,27362712.0,Comedy|Drama|Music|Romance,Boris Kodjoe,5971,3199,Wendell Pierce,1.0,basketball|hip hop|rap music|record company|writer,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,60.0,English,USA,PG-13,8000000.0,2002.0,886.0,6.5,1.85,0,3366
1531,5665,knockaround guys,Action|Comedy|Crime,2002,Color,Brian Koppelman,57.0,92.0,34.0,366.0,Tom Noonan,14000.0,11632420.0,Crime|Drama|Thriller,Vin Diesel,19768,15644,Kevin Gage,1.0,mob|mobster|money|montana|sheriff,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,135.0,English,USA,R,,2001.0,442.0,6.1,2.35,566,2691
1532,5667,tuck everlasting,Drama|Fantasy,2002,Color,Jay Russell,69.0,90.0,13.0,613.0,Sissy Spacek,882.0,19158074.0,Drama|Family|Fantasy|Romance,William Hurt,17983,2661,Jonathan Jackson,2.0,fountain of youth|immortality|secret|woods|young man,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127.0,English,USA,PG,15000000.0,2002.0,874.0,6.7,2.35,0,2672
1533,5668,white oleander,Drama,2002,Color,Peter Kosminsky,103.0,109.0,7.0,450.0,Cole Hauser,835.0,16346122.0,Drama,Patrick Fugit,25549,2572,Marc Donato,0.0,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171.0,English,USA,PG-13,16000000.0,2002.0,787.0,7.2,1.85,0,2564
1534,5669,bowling for columbine,Documentary,2002, Black and White,Michael Moore,215.0,120.0,909.0,184.0,Dick Clark,909.0,21244913.0,Crime|Documentary|Drama,Michael Moore,123090,1779,Bill Clinton,2.0,bank|columbine|columbine high school killings|firearm|school shooting,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1,888.0,English,Germany,R,4000000.0,2002.0,504.0,8.0,1.85,4000,4054
1535,5673,punch-drunk love,Comedy|Drama|Romance,2002,Color,Paul Thomas Anderson,251.0,95.0,0.0,98.0,Emily Watson,11000.0,17791031.0,Comedy|Drama|Romance|Thriller,Adam Sandler,109855,11994,Don McManus,0.0,harmonium|love|phone sex|pudding|sister,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888.0,English,USA,R,25000000.0,2002.0,876.0,7.3,2.35,0,1952
1536,5675,swept away,Comedy|Romance,2002,Color,Guy Ritchie,71.0,89.0,0.0,119.0,Jeanne Tripplehorn,990.0,598645.0,Comedy|Romance,Bruce Greenwood,13145,2006,David Thornton,0.0,island|sailor|storm|stranded|vacation,http://www.imdb.com/title/tt0291502/?ref_=fn_tt_tt_1,215.0,English,UK,R,10000000.0,2002.0,711.0,3.6,1.85,725,3216
1537,5677,abandon,Drama|Thriller,2002,Color,Stephen Gaghan,72.0,99.0,79.0,956.0,Zooey Deschanel,16000.0,10719367.0,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,7909,28987,Tony Goldwyn,3.0,college|detective|disappearance|police detective|thesis,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,25000000.0,2002.0,11000.0,4.9,2.35,261,1982
1538,5678,formula 51,Action|Comedy|Crime|Thriller,51,Color,Ronny Yu,95.0,93.0,31.0,57.0,Junix Inocian,783.0,5204007.0,Action|Comedy|Crime|Thriller,Meat Loaf,42876,1044,Paul Barber,2.0,american in the uk|drug lord|drugs|gangster|organized crime,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167.0,English,UK,R,28000000.0,2001.0,132.0,6.3,2.35,0,1826
1539,5680,auto focus,Crime|Drama,2002,Color,Paul Schrader,97.0,105.0,261.0,617.0,Michael McKean,783.0,2062066.0,Biography|Crime|Drama,Ed Begley Jr.,11387,2684,Kurt Fuller,3.0,friendship|photography|radio|sex addict|video,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,147.0,English,USA,R,7000000.0,2002.0,658.0,6.6,1.85,357,3514
1540,5685,real women have curves,Comedy|Drama,2002,Color,Patricia Cardoso,75.0,90.0,15.0,453.0,Lupe Ontiveros,953.0,5844929.0,Comedy|Drama,America Ferrera,6000,2510,George Lopez,1.0,education|factory|high school|mexican american|religious icon,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,109.0,English,USA,PG-13,3000000.0,2002.0,625.0,7.0,1.85,595,4086
1541,5691,jason goes to hell: the final friday,Action|Horror,1993,Color,Adam Marcus,112.0,91.0,18.0,307.0,Leslie Jordan,935.0,15935068.0,Fantasy|Horror|Thriller,Kane Hodder,19331,2899,Erin Gray,0.0,brutality|evil|jason voorhees|paranormal phenomena|terror,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1,317.0,English,USA,R,2500000.0,1993.0,805.0,4.3,1.85,949,4070
1542,5712,blow out,Mystery|Thriller,1981,Color,Brian De Palma,120.0,107.0,0.0,101.0,Dennis Franz,517.0,,Mystery|Thriller,Nancy Allen,27629,1067,John McMartin,0.0,conspiracy|political conspiracy|recording|sound|truth,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149.0,English,USA,R,18000000.0,1981.0,376.0,7.4,2.35,2000,2440
1543,5716,butterfly,Drama,1982,Color,Matt Cimber,15.0,108.0,32.0,180.0,June Lockhart,602.0,,Crime|Drama,Stacy Keach,870,1991,Stuart Whitman,0.0,breasts|female frontal nudity|female rear nudity|incest|voyeur,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,18.0,English,USA,R,,1982.0,427.0,4.5,1.85,76,4879
1544,5729,endless love,Drama|Romance,1981,Color,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Drama|Romance,Alex Pettyfer,31323,18760,Rhys Wakefield,0.0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014.0,989.0,6.3,2.35,0,2244
1545,109189,endless love,Drama|Romance,2014,Color,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Drama|Romance,Alex Pettyfer,31323,18760,Rhys Wakefield,0.0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014.0,989.0,6.3,2.35,0,2244
1546,116449,endless love,Drama|Romance,1993,Color,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Drama|Romance,Alex Pettyfer,31323,18760,Rhys Wakefield,0.0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014.0,989.0,6.3,2.35,0,2244
